"Name","Description","Lat","Lon"
655,"ATM Farmacia Sandra (Reserva Zona Metro)",18.420716,-70.111696
659,"ATM Down Town Center (Reserva Zona Metro)",18.450818,-69.952862
660,"ATM Oficina Romana Norte II (Reserva Zona Este)",18.431514,-68.97303
663,"ATM S/M Ole Ave. España",18.469769,-69.855527
665,"ATM PBG El Huacal",19.459653,-70.686303
666,"ATM S/M El Porvenir Libert (Brig. San Francisco)",19.415888,-70.653927
670,"ATM Estación Texaco Algodón Independencia (Reserva Zona Metro)",18.430657,-69.97628
671,"ATM Ayuntamiento Sto. Dgo. Norte (Reserva Zona Metro)",18.520935,-69.91543
672,"ATM Destacamento Policía Nacional La Victoria (Reserva Zona Metro)",18.590197,-69.842914
673,"ATM Clínica Dr. Cruz Jiminian (Reserva Zona Metro)",18.50149,-69.922389
676,"ATM S/M Bravo Colinas del Oeste (Reserva Zona Metro)",18.458953,-69.984437
678,"ATM Eco Petroleo Base Aerea San Isidro (Reserva Zona Metro)",18.532855,-69.79459
679,"ATM Base Aérea Puerto Plata (Brig. Puerto Plata)",19.750834,-70.577725
684,"ATM Estación Texaco Prolongación 27 de Febrero",18.462546,-69.993322
685,"ATM Autoservicio UNP UASD (Reserva Zona Metro) (ATM DEPOSITOS 2 MODULOS)",18.462546,-69.993322
688,"ATM Innova Centro Ave. Kennedy (Reserva Zona Metro)",18.484957,-69.929063
693,"ATM International Medical Group Punta Cana (Reserva Zona Este)",18.663101,-68.429695
696,"ATM Olé Jacobo Majluta (Reserva Zona Metro)",18.555334,-69.944539
697,"ATM UNP Olé Ciudad Juan Bosch (Reserva Zona Metro)",18.464069,-69.751957
701,"ATM Autoservicio Oficina Los Alcarrizos (Abastece Oficina) (ATM DEPOSITOS 2 MODULOS)",18.524563,-70.030427
708,"ATM El Vestir De Hoy (Reserva Zona Metro)",18.5443325,-69.90052795
712,"ATM Oficina Imbert (Abastece Oficina)",19.472042,-70.712828
713,"ATM Oficina Las Américas (Abastece Oficina)",18.485403,-69.876035
716,"ATM Oficina Zona Franca (Abastece Oficina)",19.479473,-70.725809
717,"ATM Oficina Los Alcarrizos (Abastece Oficina)",18.524561,-70.030425
718,"ATM Feria Ganadera (Reserva Zona Metro)",18.437078,-69.942045
721,"ATM Oficina Charles de Gaulle II (Abastece Oficina)",18.504095,-69.826769
722,"ATM Oficina Charles de Gaulle III (Abastece Oficina)",18.5041,-69.826856
728,"ATM Oficina Padre Adolfo La Vega (Abastece Oficina)",19.224277,-70.532006
729,"ATM Zona Franca (Brig. La Vega)",19.24708557,-70.5560379
730,"ATM Palacio de Justicia Barahona (Reserva Zona Sur)",18.208799,-71.098396
731,"ATM UNP Villa González (Brig. Santiago)",19.539594,-70.789508
734,"ATM Oficina Independencia I (Abastece Oficina)",18.451322,-69.927411
735,"ATM Oficina Independencia II (Abastece Oficina)",18.451326,-69.927392
737,"ATM UNP Cabarete Puerto Plata",19.750753,-70.402017
738,"ATM Zona Franca Los Alcarrizos (Reserva Zona Metro)",18.521146,-70.051058
740,"ATM EDENORTE (Brig. Santiago)",19.45741653,-70.68747711
743,"ATM Autoservicio Los Frailes (Abastece Oficina) (ATM DEPOSITOS 2 MODULOS)",18.464988,-69.812707
744,"ATM Multicentro La Sirena Venezuela (Reserva Zona Metro)",18.504584,-69.873415
745,"ATM Oficina Ave. Duarte (Abastece Oficina)",18.501209,-69.90538
746,"ATM Autoservicio Las Terrenas I (Abastece Oficina)",19.319626,-69.539014
747,"ATM Club BR (Brig. Santiago)",19.426375,-70.677724
748,"ATM Centro de Caja Santiago (Brig. Santiago)",19.473508,-70.694219
749,"ATM Oficina Yaque (Abastece Oficina)",19.45967865,-70.69283295
750,"ATM UNP Duvergé (Abastece Oficina)",18.377988,-71.522891
752,"ATM UNP Las Carolinas (La Vega) (Abastece Oficina)",19.217734,-70.521398
756,"ATM UNP Villa La Mata Cotui (Brigada )",19.09693,-70.16432
757,"ATM UNP Plaza Paseo (Brig. Santiago)",19.459787,-70.691325
760,"ATM UNP Cruce Guayacanes Mao",19.645709,-71.062156
761,"ATM ISSPOL (Reserva Zona Metro)",18.45612,-69.919462
763,"ATM UNP Montellano (Brig. Puerto Plata)",19.728949,-70.60354
766,"ATM Oficina Azua II (Abastece Oficina)",18.453696,-70.737889
767,"ATM S/M Diverso Azua (Abastece Oficina)",18.45444,-70.734521
769,"ATM UNP Pablo Mella Morales (Reserva Zona Metro)",18.538548,-70.034193
771,"ATM UASD Mao",19.563543,-71.103408
772,"ATM Oficina Yamasa (Abastece Oficina)",18.7673,-70.024384
774,"ATM Autoservicio Oficina Montecristi (Abastece Oficina) (ATM DEPOSITOS 2 MODULOS)",19.848869,-71.648889
778,"ATM Oficina Esperanza Mao (Abastece Oficina)",19.585389,-70.984249
783,"ATM Autobanco Alfa y Omega Barahona (Reserva Zona Sur)",18.214934,-71.112666
788,"ATM Relaciones Exteriores Cancillería (Reserva Zona Metro)",18.454072,-69.919739
796,"ATM Oficina Plaza Ventura Nagua (Abastece Oficina)",19.372789,-69.854168
797,"ATM Dirección de Jubilaciones y Pensiones",18.476154,-69.909047
799,"ATM Clínica Corominas (Brig. Santiago)",19.452531,-70.700004
800,"ATM Estación Next Dipsa Pedro Livio Cedeño (Reserva Zona Metro)",18.494065,-69.919663
801,"ATM Galería 360 Food Court (Reserva Zona Metro)",18.485141,-69.936459
802,"ATM UNP Aeropuerto Romana (Reserva Zona Este)",18.448355,-68.911603
804,"ATM Hotel Be Live Punta Cana Cabeza de Toro (Reserva Zona Este)",18.58207,-68.405471
806,"ATM SEWN Zona Franca Santiago (Brig. Santiago)",19.476924,-70.724586
810,"ATM Multicentro La Sirena Jose Contreras (Reserva Zona Metro)",18.463878,-69.919382
813,"ATM Oficina Occidental Mall (Abastece Oficina)",18.485628,-70.00025
816,"ATM Oficina Pedro Brand (Reserva Zona Metro) ",18.56876,-70.092385
819,"ATM Jurisdicción Inmobiliaria (Brig. Santiago)",19.468156,-70.713501
821,"ATM S/M Bravo Churchill (Reserva Zona Metro)",18.475413,-69.943595
822,"ATM INDUSPALMA (Reserva Zona Metro)",18.725056,-69.765552
825,"ATM Estacion Eco Cibeles Las Matas de Farfán",18.872965,-71.516292
830,"ATM UNP Sabana Grande de Boyá (Abastece Oficina)",18.943795,-69.792127
831,"ATM Politécnico Loyola San Cristóbal (Reserva Zona Metro)",18.410747,-70.112908
837,"ATM Estación Next Canabacoa (Brig. Santiago)",19.406556,-70.637407
844,"ATM San Juan Shopping Center Bávaro (Abastece Oficina)",18.63876,-68.398841
851,"ATM Hospital Vinicio Calventi (Reserva Zona Metro)",18.526235,-70.053571
853,"ATM Inversiones JF Group Shell Canabacoa (Brig. La Vega)",19.410612,-70.640909
854,"ATM Centro Comercial Blanco Batista Moca (Brig. La Vega)",19.331558,-70.622335
855,"ATM Palacio de Justicia (Brig. La Vega)",19.22255,-70.530945
857,"ATM Oficina Los Alamos (Abastece Oficina)",19.43475,-70.660881
860,"ATM Oficina Bella Vista 27 de Febrero I (Reserva Zona Metro)",18.459028,-69.94244
861,"ATM Oficina Bella Vista 27 de Febrero II (Reserva Zona Metro)",18.458966,-69.942583
862,"ATM S/M Doble A Sabaneta",19.477322,-71.342085
864,"ATM Palmares Mall (Brig. San Francisco)",19.287886,-70.267463
867,"ATM Estación Combustible Autopista El Coral (Reserva Zona Este)",18.689213,-68.422087
868,"ATM Casino Diamante (Reserva Zona Metro)",18.45769,-69.91001
871,"ATM Plaza Cultural San Juan",18.806424,-71.229579
874,"ATM Zona Franca Esperanza II Mao",19.593992,-70.97924
875,"ATM Texaco Aut. Duarte, KM 14  Los Alcarrizos (Reserva Zona Metro)",18.549395,-70.046736
878,"ATM PBG Hospital José María Cabral (Brig. Santiago)",19.456006,-70.699421
879,"ATM Plaza Metropolitana (Reserva Zona Metro)",18.482989,-69.921302
882,"ATM Oficina Moca II (Abastece Oficina)",19.396238,-70.527108
884,"ATM UNP Olé Sabana Perdida (Reserva Zona Metro)",18.54228973,-69.86035156
886,"ATM Oficina Guayubín (Abastece Oficina)",19.668958,-71.395724
887,"ATM S/M Bravo Los Próceres (Reserva Zona Metro)",18.488634,-69.964338
888,"ATM Oficina Galería 56 II (Abastece Oficina)",19.295873,-70.253927
891,"ATM Estación Texaco Barahona (Reserva Zona Sur)",18.222362,-71.123103
892,"ATM Edificio Globalia Naco (Reserva Zona Metro)",18.479299,-69.928516
893,"ATM Hotel Be Live Canoa Bayahibe II (Brig. Puerto Plata)",18.341322,-68.816887
896,"ATM Campamento Militar 16 de Agosto I (Reserva Zona Metro)",18.57291,-70.086371
899,"ATM Oficina Punta Cana (Reserva Zona Este)",18.558671,-68.372544
900,"ATM UNP Merca Santo Domingo (Reserva Zona Metro)",18.566324,-70.022117
903,"ATM Oficina La Vega Real I (Abastece Oficina)",19.224429,-70.53193
908,"ATM Oficina Plaza Botánika (Reserva Zona Metro)",18.503821,-69.943535
910,"ATM Oficina El Sol II (Abastece Oficina)",19.450726,-70.702794
911,"ATM Oficina Venezuela II (Abastece Oficina)",18.496966,-69.868792
912,"ATM Oficina San Pedro II (Abastece Oficina)",18.45526,-69.309175
933,"ATM Hotel Dreams Punta Cana II (Reserva Zona Este)",18.650556,-68.363467
934,"ATM Hotel Hilton La Romana (Reserva Zona Este)",18.37711,-68.845157
936,"ATM Autobanco Oficina La Vega Real I",19.224358,-70.531988
937,"ATM Autobanco Oficina La Vega Real II",19.224358,-70.531995
941,"ATM Estación Next (Brig. Puerto Plata)",19.790927,-70.701429
942,"ATM Estación Texaco La Vega",19.249221,-70.555684
945,"ATM UNP El Valle Hato Mayor (Abastece Oficina)",18.978381,-69.378129
947,"ATM Superintendencia de Bancos (Reserva Zona Metro)",18.473675,-69.907262
950,"ATM Oficina Monterrico (Abastece Oficina)",19.485562,-70.731968
952,"ATM Alvarez Rivas (Reserva Zona Metro)",18.450561,-69.979691
954,"ATM LAESA Pimentel (Brig. San Francisco)",19.203611,-70.093296
955,"ATM Oficina Americana Independencia II (Reserva Zona Metro)",18.437392,-69.954241
956,"ATM Autoservicio El Jaya (Abastece Oficina) (ATM DEPOSITOS 2 MODULOS)",19.287059,-70.269678
959,"ATM Estación Next Bávaro (Reserva Zona Este)",18.637364,-68.411237
961,"ATM Listin Diario (Reserva Zona Metro)",18.462431,-69.904854
962,"ATM Oficina Villa Ofelia II San Juan (Abastece Oficina)",18.805336,-71.22017
964,"ATM Hotel Sunscape (Brig. Puerto Plata)",19.77048,-70.640427
969,"ATM Oficina El Sol I (Abastece Oficina)",19.450711,-70.702763
978,"ATM Restaurante Jalao (Reserva Zona Metro) (Cerrado por reparacion)",18.473845,-69.884153
979,"ATM Oficina Luperón I (Abastece Oficina)",18.4346027,-69.9842377
983,"ATM S/M Bravo República de Colombia (Reserva Zona Metro)",18.506644,-69.979929
985,"ATM Oficina Dajabón II (Abastece Oficina)",19.549087,-71.705592
986,"ATM S/M Jumbo La Vega (Brig. La Vega)",19.224429,-70.521373
987,"ATM S/M Jumbo Moca (Brig. La Vega)",19.390391,-70.525965
988,"ATM Estación Sigma 27 de Febrero (Reserva Zona Metro)",18.479299,-69.928516
990,"ATM Autoservicio Oficina Bonao II (Abastece Oficina) (ATM DEPOSITOS 2 MODULOS)",18.944134,-70.409982
991,"ATM UNP Las Matas de Santa Cruz (Abastece Oficina)",19.668806,-71.502912
3,"ATM Autoservicio Oficina La Vega Real (Abastece Oficina) (ATM DEPOSITOS 2 MODULOS)",19.224365,-70.531923
5,"ATM Autoservicio Villa Ofelia San Juan (Abastece Oficina) (ATM DEPOSITOS 1 MODULO)",18.805377,-71.220344
28,"ATM UNP Cabeza de Toro (Reserva Zona Este)",18.65221,-68.366382
36,"ATM Banco Central (Reserva Zona Metro)",18.47343445,-69.90566254
48,"ATM Autoservicio Oficina Neiba I (ATM DEPOSITOS 2 MODULOS) (Abastece Oficina)",18.47922,-71.418
99,"ATM Multicentro La Sirena San Francisco de Macoris (Brig. San Francisco)",19.27641106,-70.2395401
192,"ATM Autobanco Luperón II (Reserva Zona Metro)",18.434378,-69.984455
238,"ATM Autoservicio Multicentro La Sirena Charles de Gaulle (Reserva Zona Metro)(ATM DEPOSITOS 2 MODULOS)",18.527919,-69.838799
271,"ATM Farmacia Sandra Hatillo (Brigada #4)",18.45286793,-70.17555175
302,"ATM S/M Aprezio Los Mameyes (Reserva Zona Metro)",18.472373,-69.855571
369,"ATM Autoservicio Plaza Lama Aut. Duarte",18.498401,-69.993514
384,"ATM Sótano Torre Banreservas  (Reserva Zona Metro)",18.467847,-69.938599
437,"ATM Autobanco Torre III (Reserva Zona Metro)",18.467509,-69.938398
490,"ATM Hospital Ney Arias Lora (Reserva Zona Metro)",18.547138,-69.884482
502,"ATM Materno Infantil (Brig. Santiago)",19.45879364,-70.68322754
558,"ATM Base Naval 27 de Febrero Sans Souci (Reserva Zona Metro)",18.47005463,-69.87407684
584,"ATM Autoservicio Oficina San Cristóbal (Reserva Zona Metro) (ATM DEPOSITOS 2 MODULOS)",18.416891,-70.111443
590,"ATM Olé Aut. Las Américas (Reserva Zona Metro)",18.465723,-69.819394
599,"ATM Autoservicio Oficina Plaza Internacional (Brig. Santiago)(ATM DEPOSITOS 2 MODULOS)",19.458896,-70.681227
604,"ATM Oficina Estancia Nueva Moca (Abastece Oficina)",19.405384,-70.528959
690,"ATM Eco Petróleo Esperanza",19.579556,-70.998028
698,"ATM Parador Bellamar (Reserva Zona Metro)",18.483699,-69.820847
703,"ATM Oficina El Mamey Los Hidalgos",19.739003,-71.028623
709,"ATM Seguros Maestro SEMMA (Reserva Zona Metro)",18.467853,-69.902033
732,"ATM Molino del Valle (Brig. Santiago)",19.445524,-70.638612
835,"ATM Autoservicio UNP Megacentro (Reserva Zona Metro)(ATM DEPOSITOS 2 MODULOS)",18.506611,-69.856078
836,"ATM Autoservicio UNP Plaza Luperón (Reserva Zona Metro)(ATM DEPOSITOS 2 MODULOS)",18.42875,-69.989679
850,"ATM Hotel Be Live Hamaca (Reserva Zona Metro)",18.448591,-69.60462
885,"ATM Oficina Rancho Arriba (Abastece Oficina)",18.699793,-70.444995
929,"ATM Autoservicio S/M Nacional El Conde (Reserva Zona Metro)(ATM DEPOSITOS 1 MODULO)",18.47305,-69.885935
944,"ATM Autoservicio UNP Mao (ATM DEPOSITOS 2 MODULOS)",19.554796,-71.072495
958,"ATM Oficina Olé Aut. San Isidro (Reserva Zona Metro)",18.493571,-69.810427
115,"ATM Oficina Megacentro I (Reservas Zona Metro)",18.506631,-69.856004
248,"ATM Shell Paraiso (Reserva Zona Metro)",18.474205,-69.942089
542,"ATM S/M La Cadena Carretera Mella (Reserva Zona Metro)",18.50974,-69.85172
841,"ATM CEA (Reserva Zona Metro)",18.447976,-69.927657
993,"ATM Centro Medico Integral II (Reserva Zona Metro)",18.522624,-69.830457
1,"ATM S/M San Rafael del Yuma (Reserva Zona Este)",18.429087,-68.672716
10,"ATM PBG Ministerio Salud Pública (Reserva Zona Metro)",18.49006653,-69.93022156
11,"ATM Hotel Viva Las Terrenas (Brig. La Vega)",19.299862,-69.580291
15,"ATM DNI (Reserva Zona Metro)",18.474149,-69.895914
18,"ATM Oficina Haina Occidental I (Reserva Zona Metro)",18.416134,-70.02948
20,"ATM Aprezio Las Palmas (Reserva Zona Metro)",18.4776601,-69.979298
21,"ATM Oficina Mella (Abastece Oficina)",18.475928,-69.889705
27,"ATM Ofic. El Seibo II (Abastece Oficina)",18.764051,-69.036453
29,"ATM AFP (Reserva Zona Metro)",18.472821,-69.939251
34,"ATM Plaza de la Salud (Reservas Zona Metro)",18.48732376,-69.92276001
37,"ATM Oficina Villa Mella I (Abastece Oficina)",18.545945,-69.900091
44,"ATM Autoservicio Pedernales (Reserva Zona Sur) (ATM DEPOSITOS 1 MODULO)",18.037,-71.745201
47,"ATM Oficina Jimaní (Abastece Oficina)",18.494618,-71.852137
53,"ATM Oficina Constanza (Abastece Oficina)",18.908034,-70.744301
54,"ATM Autoservicio Galería 360 (Reserva Zona Metro) (ATM DEPOSITOS 2 MODULOS)",18.48419,-69.937263
60,"ATM Autobanco 27 de Febrero (Reserva Zona Metro)",18.470116,-69.922515
72,"ATM UNP Aeropuerto Gregorio Luperón (Brig. Puerto Plata)",19.7553,-70.56387
73,"ATM Oficina Playa Dorada (Brig. Puerto Plata)",19.7691,-70.643056
74,"ATM Oficina Sosúa (Abastece Oficina)",19.765454,-70.512768
76,"ATM Casa Nelson  (Brig. Puerto Plata)",19.794033,-70.695531
84,"ATM Multicentro Sirena San Cristóbal (Reserva Zona Metro)",18.415294,-70.101803
90,"ATM Hotel Dreams Punta Cana I (Reserva Zona Este)",18.806057,-68.573108
92,"ATM Autoservicio Oficina Salcedo I (Abastece Oficina) (ATM DEPOSITOS 1 MODULO)",19.37854,-70.41751
98,"ATM UNP Pimentel (Abastece Oficina)",19.183726,-70.108398
100,"ATM UASD Higuey (Reserva Zona Este)",18.592077,-68.716627
103,"ATM Oficina Las Matas de Farfán (Abastece Oficina)",18.873131,-71.520241
105,"ATM Autobanco Estancia Nueva Moca",19.405362,-70.528953
111,"ATM Oficina San Pedro I (Abastece Oficina)",18.455254,-69.309193
113,"ATM Autoservicio Atalaya del Mar (Reserva Zona Metro)(ATM DEPOSITOS 1 MODULO)",18.42921,-69.980885
131,"ATM Oficina Baní I (Abastece Oficina)",18.279784,-70.330703
140,"ATM Hospital San Vicente de Paul (Brig. San Francisco)",19.27641106,-70.2395452
146,"ATM Tribunal Constitucional (Reserva Zona Metro)",18.450541,-69.979803
153,"ATM Rehabilitación (Reserva Zona Metro)",18.479549,-69.905923
154,"ATM Oficina Sánchez (Abastece Oficina)",19.228028,-69.612926
161,"ATM Jumbo Punta Cana (Reserva Zona Este)",18.637736,-68.398138
162,"ATM Oficina Tiradentes I (Reserva Zona Metro)",18.477826,-69.927874
166,"ATM Estación Texaco Las Lavas",19.551218,-70.827856
183,"ATM Estacion Nativa km 22 AUT. Duarte (Reserva Zona Metro)",18.549715,-70.04656
184,"ATM Hermanas Mirabal (Abastece Oficina)",18.522661,-69.917577
185,"ATM UNPHU (Reserva Zona Metro) (Cerrado por cuarentena COVID",18.48567,-69.948505
196,"ATM Estación Texaco Cangrejo  Farmacia Sosúa",19.74946975,-70.58374786
199,"ATM S/M Amigo (Reserva Zona Metro)",18.4757757,-69.922773
201,"ATM Oficina Mao (Abastece Oficina)",19.55562,-71.073427
208,"ATM UNP Tireo",18.935387,-70.688791
213,"ATM Almacenes Iberia La Romana (Reserva Zona Este)",18.427949,-68.96442
218,"ATM Hotel Secrets Cap Cana II (Reserva Zona Este)",18.48476,-68.39652
222,"ATM UNP Dominicus La Romana (Reserva Zona Este)",18.34835,-68.826428
224,"ATM S/M Nacional El Millón Núñez de Caceres (Reserva Zona Metro)",18.46559334,-69.92899323
245,"ATM Boombah Zona Franca Victor Mera (Brig. Santiago)",19.466953,-70.732152
246,"ATM Oficina Torre BR Lobby (Abastece Oficina)",18.46785,-69.938617
253,"ATM Centro Cuesta Nacional (Brig. Santiago)",19.461493,-70.685223
259,"ATM Senado de Republica (Reserva Zona Metro)",18.449106,-69.925308
261,"ATM UNP Aeropuerto Cibao (Brig. Santiago)",19.400523,-70.602026
262,"ATM Oficina Obras Públicas Santiago (Abastece Oficina)",19.48561,-70.706719
267,"ATM UNP México (Reserva Zona Metro)",18.478639,-69.889537
275,"ATM Autobanco Duarte II (Brig. Santiago)",19.457709,-70.66944
280,"ATM Cooperativa BR (Reserva Zona Metro)",18.477901,-69.891407
292,"ATM UNP Castañuelas Montecristi (Abastece Oficina)",19.713807,-71.499687
296,"ATM Estación BANICOMB Baní Eco Petroleo (Abastece Oficina)",19.4424017,-70.6873843
306,"ATM Hospital Dr. Toribio Bencosme Moca (Brig. La Vega)",19.389164,-70.518677
308,"ATM Ofic. Dual Blue Mall I (ATM DEPOSITOS)",18.47269058,-69.94106293
314,"ATM UNP Cambita Garabito San Cristóbal (Abastece Oficina)",18.45494843,-70.20043182
326,"ATM Autoservicio Jiménez Moya II (Reserva Zona Metro) (ATM DEPOSITOS 1 MODULO)",18.45455,-69.930277
331,"ATM Ayuntamiento Sto. Dgo. Este (Reserva Zona Metro)",18.504803,-69.8585539
332,"ATM Estación Sigma Cotui",19.072432,-70.152598
334,"ATM Oficina Salcedo II (Abastece Oficina)",19.37854,-70.417512
336,"ATM Instituto Nacional de Cáncer INCART (Reserva Zona Metro)",18.457856,-69.920112
350,"ATM Oficina Villa Tapia (Abastece Oficina)",19.300554,-70.421825
360,"ATM Ayuntamiento Guayabal",18.7706,-70.86268
364,"ATM Tabadom Holding, Santiago",19.543352,-70.797081
368,"ATM Ayuntamiento Peralvillo",18.81229,-70.03476
370,"ATM Oficina Cruce de Imbert II (Abastece Oficina)",19.755883,-70.832845
371,"ATM Ayuntamiento Jima, La Vega",19.131346,-70.373166
372,"ATM Oficina Sánchez II (Brig. Nagua) (Abastece Ofiicna)",19.228028,-69.612926
374,"ATM Ofic. Dual Blue Mall II (ATM DEPOSITOS)",18.47269058,-69.94106294
378,"ATM UNP Villa Flores San Juan (Abastece Oficina)",18.802981,-71.223882
379,"ATM S/M Nacional Plaza Central",18.464187,-69.935396
383,"ATM S/M Daniel Dajabón",19.550827,-71.70831
389,"ATM Hotel Casino Princess (Reserva Zona Metro)",18.460565,-69.940553
391,"ATM S/M Jumbo Luperón (Reserva Zona Metro)",18.463502,-69.967582
397,"ATM Autobanco San Francisco de Macoris (Brig. San Francisco)",19.297963,-70.258387
398,"ATM Ofic. Dual Blue Mall IV (ATM DEPOSITOS)",18.47269058,-69.94106296
405,"ATM UNP Loma de Cabrera (Abastece Oficina)",19.419521,-71.613062
406,"ATM UNP Plaza Lama Máximo Gómez (Reserva Zona Metro)",18.500041,-69.91487
412,"ATM Ofic. Dual Blue Mall V (ATM DEPOSITOS)",18.47269058,-69.94106297
422,"ATM Olé Manoguayabo (Reserva Zona Metro)",18.480281,-70.005193
424,"ATM UNP Jumbo Luperón I (Reserva Zona Metro)",18.463039,-69.967801
425,"ATM UNP Jumbo Luperón II (Reserva Zona Metro)",18.463046,-69.967769
433,"ATM Centro Comercial Las Canas Cap Cana (Reserva Zona Este)",18.511599,-68.396266
443,"ATM Edificio San Rafael (Reserva Zona Metro)",18.478236,-69.905819
444,"ATM Hospital Metropolitano de Santiago HOMS (Brig. Santiago)",19.435775,-70.660991
448,"ATM Club Banco Central (Reserva Zona Metro)",18.44188,-69.947006
453,"ATM Autobanco Sarasota II (Reserva Zona Metro)",18.451158,-69.947759
455,"ATM Oficina Baní II (Abastece Oficina)",18.279781,-70.330678
456,"ATM Ofic. Dual Blue Mall VI (ATM DEPOSITOS)",18.47269058,-69.94106298
459,"ATM Estacion Jima Bonao",19.023259,-70.446104
464,"ATM Supermercado Chito Samaná",,
466,"ATM Superintendencia de Valores (Reserva Zona Metro)",18.470505,-69.905339
470,"ATM Hospital Taiwán Azua (Abastece Oficina)",18.450129,-70.739072
471,"ATM Autoservicio DGT (Reserva Zona Metro (ATM DEPOSITOS 2 MODULO)",18.454589,-69.930181
472,"ATM Ayuntamiento Ramon Santana",18.542421,-69.17916702
473,"ATM Oficina Carrefour II (Reserva Zona Metro)",18.488202,-69.978115
474,"ATM Ofic. Dual Blue Mall VII (ATM DEPOSITOS)",18.47269058,-69.94106299
476,"ATM Multicentro La Sirena Las Caobas (Reserva Zona Metro)",18.483307,-69.996916
482,"ATM Centro de Caja Plaza Lama Santiago (Brig. Santiago)",19.456096,-70.701181
488,"ATM Aeropuerto El Higuero (Reserva Zona Metro)",18.5752964,-69.98155212
494,"ATM Autoservicio Oficina Blue Mall Depósitos (Reserva Zona Metro)(ATM DEPOSITOS 2 MODULOS)",18.472693,-69.941086
495,"ATM Cementos PANAM",18.502317,-69.551636
507,"ATM Estación SIGMA Boca Chica (Reserva Zona Metro)",18.454573,-69.606711
519,"ATM Plaza Estrella Bávaro (Reserva Zona Este)",18.687445,-68.444896
520,"ATM Cooperativa Navarrete COOPNAVA",19.56197,-70.87439
521,"ATM UNP Bayahibe La Romana (Reserva Zona Este)",18.368751,-68.838922
522,"ATM Oficina Galería 360 (Reservas Zona Metro)",18.484761,-69.936371
525,"ATM S/M Bravo Las Américas (Reserva Zona Metro)",18.46565,-69.811833
534,"ATM Oficina Torre II (Abastece Oficina)",18.467847,-69.938598
539,"ATM S/M La Cadena Los Próceres (Reserva Zona Metro)",18.49052,-69.96079
548,"ATM AMET (Reserva Zona Metro)",18.482417,-69.906126
552,"ATM Suprema Corte de Justicia (Reserva Zona Metro)",18.454536,-69.930151
554,"ATM Oficina Isabel La Católica I (Abastece Oficina)",18.475879,-69.883691
557,"ATM Multicentro La Sirena Ave. Mella (Reserva Zona Metro)",18.477315,-69.887728
572,"ATM Olé Ovando (Reserva Zona Metro)",18.499378,-69.919107
574,"ATM Club Obras Públicas (Reserva Zona Metro)",18.490008,-69.926923
577,"ATM Olé Ave. Duarte (Reserva Zona Metro)",18.48797035,-69.89537048
581,"ATM Estación Texaco Hato Del Yaque",,
585,"ATM UNP Haina Oriental (Reserva Zona Metro)",18.425041,-70.015445
586,"ATM Palacio de Justicia D.N. (Reserva Zona Metro)",18.467344,-69.893945
588,"ATM INAVI (Reserva Zona Metro)",18.462449,-69.90485
589,"ATM S/M Bravo San Vicente de Paul (Reserva Zona Metro)",18.503003,-69.855802
593,"ATM Ministerio Fuerzas Armadas II (Reserva Zona Metro)",18.448649,-69.973889
597,"ATM CTB II Santiago (Brig. Santiago)",19.668625,-71.501908
601,"ATM Plaza Haché Santiago (Brig. Santiago)",19.469067,-70.68682
602,"ATM Zona Franca Santiago I (Brig. Santiago)",19.47735596,-70.72541046
607,"ATM ONAPI (Reserva Zona Metro)",18.48737,-69.964523
609,"ATM S/M Jumbo San Pedro (Reserva Zona Este)",18.454415,-69.29759
614,"ATM S/M Bravo Pontezuela (Zona Norte)",19.45042,-70.653116
615,"ATM Estación Sunix Cabral Barahona (Reserva Zona Sur)",18.247512,-71.224471
616,"ATM 5ta. Brigada Barahona (Reserva Zona Sur)",18.21135521,-71.0973587
620,"ATM Ministerio de Medio Ambiente (Reserva Zona Metro)",18.4319,-69.985952
621,"ATM CESAC (Reserva Zona Metro)",18.415159,-69.672018
629,"ATM Oficina Americana Independencia I (Reserva Zona Metro)",18.437392,-69.954239
640,"ATM Ministerio Obras Públicas Transito Terrestre (Reserva Zona Metro)",18.489723,-69.927764
641,"ATM Farmacia Rimac (Reserva Zona Metro)",18.457836,-69.927936
647,"ATM CORAASAN (Brig. Santiago)",19.445753,-70.702392
649,"ATM Oficina Galería 56 (Abastece Oficina)",19.295945,-70.253965
653,"ATM Estación Isla Jarabacoa",19.148578,-70.607334
658,"ATM Cámara de Cuentas (Reserva Zona Metro)",18.483063,-69.893905
661,"ATM Almacenes Iberia San Pedro (Reserva Zona Este)",18.453177,-69.309953
662,"ATM UTESA Santiago (Brig. Santiago)",19.432692,-70.692584
664,"ATM S/M ASFER Constanza",18.908019,-70.74393
667,"ATM Zona Franca Emimar",19.424996,-70.623005
668,"ATM Hospital HEMMI Santiago (Brig. La Vega)",19.420907,-70.698847
669,"ATM Ofic. Plaza Downtown Center (Reserva Zona Metro)",19.450818,-69.952862
677,"ATM PBG Villa Jaragua (Reserva Zona Sur)",18.489748,-71.485468
682,"ATM Blue Mall Punta Cana (Reserva Zona Este)",18.55845,-68.383876
683,"ATM INCARNA (Brig. La Vega)",19.151545,-70.477295
687,"ATM Oficina Monterrico II (Abastece Oficina)",19.485562,-70.731968
689,"ATM Eco Petróleo Villa Gonzalez (Brig. Santiago)",19.546121,-70.790695
691,"ATM Eco Petroleo Manzanillo",19.693099,-71.741048
